type,url,tags,text,createdAt,location,authorUserName,university
tweet,https://x.com/holybutnotdiver/status/1986062286675480737,1,👏👏👏 gurur duyuyoruz istanbul üniversitesi mezunuyuz demeye,Wed Nov 05 13:25:23 +0000 2025,iühf’25,holybutnotdiver,ISTANBUL_UNI
tweet,https://x.com/1seymajk/status/1986752234286453191,0,"istanbul üni açıköğretim çok yoruyorsun 
örgün okulum bu kadar yormuyorken hemde… 
anadolu üni haftalar sonra vize yaparken istanbul ünim örgün sınavlarımdan bir hafta önce sınav yapar ve çıkmış sormaz 🤦🏼‍♀️🙄🙄",Fri Nov 07 11:06:59 +0000 2025,,1seymajk,ISTANBUL_UNI
tweet,https://x.com/iremonlems/status/1986747544878170255,0,"bizleri 2018 yılında istanbul üniversitesi'nden ayırarak şehir merkezlerinden uzaklaştırdınız. yıllardır ekipman, internet, yurt ve ulaşım sıkıntısı yaşıyoruz. beyazıt'ta eğitim gören dostlarımızın da aynı sıkıntıları yaşamalarına izin vermeyeceğiz, sessiz kalmayacağız.",Fri Nov 07 10:48:21 +0000 2025,"istanbul, turkey",iremonlems,ISTANBUL_UNI
tweet,https://x.com/IgrisHild/status/1981614740389368055,0,"İtin evladı 41AT şoförü kapıyı yüzüme kapattı. Şimdi onun yüzünden cevizlibağdan okula yürüyorum. 
Yıkıl ytü senle ilgili her bir detaydan nefret ediyorum",Fri Oct 24 06:52:25 +0000 2025,istanbul,IgrisHild,YTU
tweet,https://x.com/yavuzdegirmenci/status/1978772203966505185,0,"Yıldız Teknik Üniversitesinde emekli bir akademisyenle sohbet ettik.
Yaş haddinden emekli etmişler. Şikayet ediyor. Benim sağlığım yerinde zihnim açık neden zorla emekli ediyorsunuz.",Thu Oct 16 10:37:11 +0000 2025,"İstanbul, Türkiye",yavuzdegirmenci,YTU
tweet,https://x.com/Gulsenn_/status/1983224604794474841,1,Yıldız Teknik Üniversitesi Davutpaşa Kampüsü'nde gerçekleştirilen Marmara Flüt Orkestrası'nın Rekor Denemesi'nde görev alan herkesi tebrik ediyorum. Bu etkinlikte bizi yalnız bırakmayan herkese sonsuz teşekkürler.,Tue Oct 28 17:29:26 +0000 2025,,Gulsenn_,YTU
tweet,https://x.com/nursena_sasi/status/1981398394540347873,1,"Mezun olduğunuz üniversitenin değerini işe başlayınca çok iyi anlıyorsunuz. Üniversite, sunduğu network ve proje geliştirme konusunda sağladığı imkan sayesinde bir yerde rahatça yaptıklarınızla övünüp alanınızda profesyonel olduğunuzu gösterebiliyorsunuz. Ben YTÜ'den razıyım",Thu Oct 23 16:32:44 +0000 2025,,nursena_sasi,YTU
tweet,https://x.com/gpashabet2025/status/1980529925254685007,1,"Yapay zeka eğitimde yeni bir dönemi başlattı 
        Yıldız Teknik Üniversitesi Eğitim Fakültesi akademisyenleri, öğrencilerin teknolojiyi doğru ve bilinçli kullanmaları için ders ve ödev sistemlerini yeniledi.",Tue Oct 21 07:01:45 +0000 2025,Cyprus,gpashabet2025,YTU
tweet,https://x.com/berraa_p/status/1980230225809310105,0,Ytü obs ders seçim tecrübelerim sayesinde gorillaz bileti alabildim,Mon Oct 20 11:10:51 +0000 2025,,berraa_p,YTU
tweet,https://x.com/irembyknd/status/1983597671068922238,0,internetin çekmez tuvaletlerin pistir NE İŞE YARARSIN YTÜ KÜTÜPHANE,Wed Oct 29 18:11:52 +0000 2025,,irembyknd,YTU
tweet,https://x.com/Qeslanfrog/status/1983493469726261402,0,YTÜ KÜTÜPHANE WİFİYI SENİ ÖLDÜRECEĞİM ÖLECEKSİN,Wed Oct 29 11:17:49 +0000 2025,Erdal Bakkal Gallifrey Şubesi,Qeslanfrog,YTU
tweet,https://x.com/galaour/status/1981753296860881065,0,"yıldız teknik analizim
kampüs bok 
konum bok
eğitimi görmedim",Fri Oct 24 16:02:59 +0000 2025,,galaour,YTU
tweet,https://x.com/cilekstappen/status/1981489863472939055,0,fakultemden o kadar nefret ediyorum ki bu donem iu itu odtü ve aybüde fotolarim var bizim ucube KAMPÜSÜMÜZDE 1 tane fotom yok,Thu Oct 23 22:36:12 +0000 2025,,cilekstappen,ODTU
tweet,https://x.com/kemaltas369/status/1980179830873502007,1,"Eğer bir psikolog ODTÜ, Boğaziçi ve sayacağımız bir iki üniversiteden mezun değilse ruh sağlığınızı emanet etmeyin.

Yetersiz bir eğitim ile kendilerini terapist sanıyorlar.

Eğitimlerinin belli bir standartı yok. Temel danışmanlık derslerini almadan mezun olanlar bile  var.",Mon Oct 20 07:50:36 +0000 2025,,kemaltas369,ODTU
tweet,https://x.com/muellifyunus/status/1979446449227051291,0,"Apartman üniversitesi diye tabir edilen yerlerdeki hocaların çoğunlukla Galatasaray, ODTÜ gibi okullardan gelme olduğunu hesap edersek, o zaman Russel paradoksu gibi bir şey çıkar bu sistemde. Apartman üniversitesinden çıkan öğrenci içi boş ise, bu hocalar da kötü demektir!",Sat Oct 18 07:16:24 +0000 2025,"Turkey, Istanbul",muellifyunus,ODTU
tweet,https://x.com/d88336628905/status/1983624887278485691,1,ya ege huzur yuvası çok seviyorum da gazide olsam odtülü lavuklarla gazi daha iyi kavgası yapardım odtü daha iyi olmasına rağmen... izmirde öyle değil amk kimse biz egeden iyiyiz demiyor daha hiç biber gazi da yemedik ayrıca,Wed Oct 29 20:00:01 +0000 2025,,d88336628905,ODTU
tweet,https://x.com/lycoris_venus/status/1983148270646939768,1,odtü boun mülkiye etc. efsane olmuş hocaların derslerine girmek isterdim. kaçırdık bir devri artık,Tue Oct 28 12:26:07 +0000 2025,"hell, ankara",lycoris_venus,ODTU
tweet,https://x.com/zsevinerkan/status/1977126688556564760,1,3. Hayko konserimdi teşekkürler ODTÜ…,Sat Oct 11 21:38:30 +0000 2025,,zsevinerkan,ODTU
tweet,https://x.com/armen__day/status/1982027340998644059,1,"Ali Doğanaksoy hoca vefat etmiş. Aldoks ODTÜ Matematik’te en sevdiğim hocamdı, bambaşka bir kafası vardı. İnsan sohbet ettikçe mutlu oluyordu. Her zaman bir şeyler katıyordu size ve bunu acayip eğlenceli bir şekilde yapıyordu. Odasına rastgele gidip muhabbet edebileceğiniz gibi size şeker ikram edeceğini de bilirdiniz. Elveda matematiğe bakışımı değiştiren adam. Sayende benden matematikçi olamayacağını da öğrenmiştim. Bunun için de ayrıca teşekkür ederim. 🙏",Sat Oct 25 10:11:57 +0000 2025,"İstanbul, Türkiye",armen__day,ODTU
tweet,https://x.com/mhmtbyrz/status/1984882028139991308,0,Bu İTÜ ODTÜ Boğaziçi Üniversitesi öğrencileri bir milli güvenlik meselesi haline gelmişler.,Sun Nov 02 07:15:27 +0000 2025,,mhmtbyrz,ODTU
tweet,https://x.com/d0wntune/status/1981806041521152372,0,okumalardan assignmentlardan biktim ben de boun pisser olacam,Fri Oct 24 19:32:35 +0000 2025,20 she/he,d0wntune,BOUN
tweet,https://x.com/zittiripittik/status/1980946059200237999,0,boun yemekhane bozdu abi çok kötü kaç gündür,Wed Oct 22 10:35:19 +0000 2025,,zittiripittik,BOUN
tweet,https://x.com/tumbleweeddz/status/1981499792778727910,1,"bogazici liberta &gt; yeditepe liberta
yeditepeli kzilar sizi sevmiyorummmm
bogazicili kizlar sizi seviyorum",Thu Oct 23 23:15:39 +0000 2025,itü,tumbleweeddz,BOUN
tweet,https://x.com/kartacali06/status/1980342618551947493,1,"political philosophy ders kitabının introsunda uzun uzun marx’ın determinist(?) olduğunu anlatan, akademi soslu milliyetçi bi herifi neden okuyorum bu yaşımda diye soracak olursanız… teşekkürler boun pols… ve iyi ki doğru yoldayım yoksa katlanamazdım…",Mon Oct 20 18:37:27 +0000 2025,,kartacali06,BOUN
tweet,https://x.com/helllothere1312/status/1983939524175515782,1,Bir sonraki dönem boum yerleşip ders çıkısı boğaziçi 1863 maçı izlemeye gitmek istiyoruz,Thu Oct 30 16:50:17 +0000 2025,yavin 4,helllothere1312,BOUN
tweet,https://x.com/semunik/status/1986076938960613796,0,bogazici guney kampüs benden uzak dur,Wed Nov 05 14:23:36 +0000 2025,,semunik,BOUN
tweet,https://x.com/ardakassak/status/1981503258876088355,0,tıraş olduğumu unutup kendimi aynada görünce anlık korktum psikolojim çok kötü yardım edin itu berber boykot,Thu Oct 23 23:29:26 +0000 2025,"Houston, TX",ardakassak,ITU
tweet,https://x.com/viceremita/status/1982955980741849235,1,Sövsem de saysam da her gün lanet etsem de seni seviyorum be itü,Mon Oct 27 23:42:02 +0000 2025,,viceremita,ITU
tweet,https://x.com/Mustafa__Com/status/1981033580907135156,0,"çok kötü ingilizce telaffuz duydum da w için “dubluve” dendiğini hiç duymamıştım, üstelik bir hocadan. teşekkürler itü",Wed Oct 22 16:23:06 +0000 2025,İstanbul,Mustafa__Com,ITU
tweet,https://x.com/iamnotherbtw/status/1980200900678336997,1,benim önüme niye sürekli itü taym tivitleri çıkıyo bilmiyorum ama sizi seviyorum çocuklar,Mon Oct 20 09:14:19 +0000 2025,,iamnotherbtw,ITU
tweet,https://x.com/Bqekck/status/1984194497278804129,1,itü cami hocası çok üst klasman bir zat,Fri Oct 31 09:43:27 +0000 2025,itü,Bqekck,ITU
tweet,https://x.com/oguzhanhunter/status/1982421843782074549,0,itü’deki malum parti destekçileri şaka mı tamam ya baykarda staj yapacaksınız,Sun Oct 26 12:19:33 +0000 2025,eskişehir,oguzhanhunter,ITU
tweet,https://x.com/DefteriBorsa/status/1976672648206942597,0,"Bu sabah 10.46-10.48 arasında itü arı kapıdan 3tane itülü olmadığı KESİNLİKLE belli olan malum saç traşlı metroda da çevreye rahatsızlık veren kişiler giriş yaptı. Güvenlik ne kimlik sordu ne kayıt yaptı , güvenlik kartını bastı geçtiler.Güvenlik ne işe yarıyor? @ProfHasanMandal",Fri Oct 10 15:34:18 +0000 2025,,DefteriBorsa,ITU
tweet,https://x.com/_tthelif/status/1984385127506489465,0,KÖTÜ GÜNLER GERİDE KALDI (açıköğretim notlarını çıkardım) ŞİMDİ SIRA DAHA KÖTÜ GÜNLERDE (o notlara çalışmak ve Hacettepe'deki bölümün notlarını çıkarıp ödevlerini yapıp sınavlarına çalışmak),Fri Oct 31 22:20:57 +0000 2025,,_tthelif,HACETTEPE
tweet,https://x.com/fingirsinep/status/1984231787326046285,0,Hacettepe üni seni cimere şikayet etcem olm bekle sen uğraşcam ben senle buraya da yazıyorum,Fri Oct 31 12:11:37 +0000 2025,,fingirsinep,HACETTEPE
tweet,https://x.com/Vysltmz/status/1983106872098889892,0,"Hacettepe üniversitesi öğrenci yemeklerinin kalitesini düşürüyor. Buradaki öğrenciler yemek kalitesinin iyileştirilmesi için eylem yapıyor.  Peki bu öğrencilere satır, bıçak sopa vb delici kesici aletlerle saldıran şerefsizlere ne demeli? Bu hayvanlar ne istiyor kötü yemekmi?",Tue Oct 28 09:41:37 +0000 2025,,Vysltmz,HACETTEPE
tweet,https://x.com/Ramonee06/status/1983643506028474424,1,Hacettepe'de bi hocam var mesajların başına da soluna da ''slm'' yazıyor. Onu çok seviyorum😀,Wed Oct 29 21:14:00 +0000 2025,Ankara-Sapanca,Ramonee06,HACETTEPE
tweet,https://x.com/bosskovic18/status/1981066301930979646,1,"arkadaşlar bugün benim üstümde inanılmaz bi şans var ama anlamadım darısı bi sonraki hacettepe’ye inş🙏🏻
ne oldugunu anlatamam ama harika şeyler oldu🤍🤍🤍🤍🤍🤍🤍🤍🤍",Wed Oct 22 18:33:07 +0000 2025,,bosskovic18,HACETTEPE
tweet,https://x.com/purplewizard17/status/1977851723784810839,1,Şuan sadece ankarada hacettepe yurdundaki bir hanımefendinin yanına kıvrılıp uyumak istiyorum teşekkürler,Mon Oct 13 21:39:32 +0000 2025,Ankaram da Ankaram,purplewizard17,HACETTEPE
tweet,https://x.com/siyriliipgelenn/status/1977336994562011471,1,eskiden akilliydim hacettepe'yi severdim bugün bilgeyim sadece direnişini seviyorum,Sun Oct 12 11:34:11 +0000 2025,,siyriliipgelenn,HACETTEPE
tweet,https://x.com/hazalovic0/status/1984174950207631546,0,Amk hacettepe gibi 10 Kasım’a sınav koymuşlar ON KASIMA VİZE KOYMUŞLAR hem de tüm günü kaplayacak şekilde şaşırtmıyorsun ya şaşırtmıyorsun kafayı yicem amk,Fri Oct 31 08:25:46 +0000 2025,Şu anda buradasınız,hazalovic0,HACETTEPE
tweet,https://x.com/GulsevenOzkan/status/1982945820707107287,0,"Hacetepe Üniveristesi’nde kampüse palalarla, yüzleri kapalı kişilerin kim olduğu ve nasıl girdiği sorgulanırken dün gece sosyal medyadan olacaklar zaten yazılmış. Peki rektörlük neden önlem almadı? 

Hacettepe’de sol grupları temsilen açılan sosyal medya hesabında dün gece 01:31’de sosyal medya üzerinden öğlen saat 12:00’da “kampüste hak arayışını terörize eden kişiler” olarak tanımladıkları gruba yönelik tepki amaçlı toplanma çağrısı yapılıyor. Bu bilgi sosyal medyadan paylaşılıyor. 

Ardından saat gece 02:12’de bu çağrıya yönelik, kendilerini “Türk milliyetçileri” olarak tanımayan kişiler tarafından, “Beytepe teröre mezar olacak” ifadeleriyle yanıt veriliyor. 

Öğleden sonra iki grup arasındaki görüntüler yaşanıyor. Görüntülerde maskeli, ellerinde palalar olan kişilerin diğer öğrencilere saldırdığı görülüyor. Güvenlik görevlileri beline satırı/palayı yerleştiren bir kişinin koluna girerek onu götürüyor. Olaya dair görüntülerde bu kişilere yönelik çevik kuvvetin müdahalesinin olmadığı görülüyor. 

Saldırı ardından aynı grup “20 Türk milliyetçisi olarak 200 örgütçüyü yara yara dağıttık” ifadelerini kullanıyor. 

Saldırıya uğrayan öğrenciler, hastanededeki görüntüler, diğer grubun görüntüleri basına yansıyor. Rektörlük bu süreçte ne yaptı? Neden önlem almadı? Bu kişilerin o aletlerle kampüse girmesine nasıl izin verildi? Çevik kuvvet neredeydi?",Mon Oct 27 23:01:39 +0000 2025,,GulsevenOzkan,HACETTEPE
tweet,https://x.com/yigitcanonal3/status/1979142116790936046,0,"Ankara Hacettepe Üniversitesi'nde, Rektörlük önünde yemekhane rezervasyon sistemini protesto eden öğrencilere polis müdahalesi sonrası gözaltı yapıldı.",Fri Oct 17 11:07:05 +0000 2025,,yigitcanonal3,HACETTEPE
tweet,https://x.com/Meykirli/status/1984294499606999264,0,"Hacettepe üniversitesi kampüs içerisine kadar giren palalı şahıslar kimler?
Öğrenciyi bu saldırganlardan kim koruyacak?
#bunumuhakediyoruz",Fri Oct 31 16:20:49 +0000 2025,,Meykirli,HACETTEPE
tweet,https://x.com/selalepol/status/1983832243383767400,0,Geçen hafta Hacettepe Üniversitesi'nde yaşanan olaydan sonra kampüs girişinde toma ve bagaj kontrolü yapılmaya başlanmış ahshdj. Merak ettim ringle veya otobüsle girenlerin çantasına vs bakılıyor mu?,Thu Oct 30 09:43:59 +0000 2025,,selalepol,HACETTEPE
tweet,https://x.com/sualpzel/status/1983593171268391308,0,"“hacettepe'de yemekhane rezervasyon sistemini sağlayan etisan, israil sermayesine ait ve türkiye'de 46 üniversiteyle işbirliği var” bu ne demek oluyor? 

en temel hakkımızdan, bir öğün yemeğimizden bile israil sermayesine su götürüyorlar demek oluyor",Wed Oct 29 17:54:00 +0000 2025,,sualpzel,HACETTEPE
tweet,https://x.com/hukukcu31/status/1974932994889859522,0,"marmara üni yemekhane ücretleri
2021➡️ 3 TL
2022➡️ 5 TL %66 Artış (yıllık enf %20)
2023➡️ 15 TL % 200 Artış (yıllık enf %58)
2024➡️ 25 TL % 66 Artış (yıllık enf %52)
2025➡️ 45 TL%80 Artış (yıllık enf %33)

fahiş fiyat solucanlarıyla ilgilenir misiniz hocam @bekir_kaplan",Sun Oct 05 20:21:33 +0000 2025,Fatsa,hukukcu31,MARMARA
tweet,https://x.com/omerin__eysani/status/1979219335420780656,0,"Bu DEÜ’de okuyan bir mal topluluğu var; yüksek puanlı bir bölüm kazandıkları için kendilerini bir şey sanıyorlar. Oğlum, sen ders çalışmaktan kafayı yemişsin. Bir de yakışıklı falan olsalar diyeceğim ki, adam egoyu hak ediyor ama maymun tipiyle girdiği hallere bak.",Fri Oct 17 16:13:56 +0000 2025,,omerin__eysani,DEU
tweet,https://x.com/ladyglorias/status/1984565449296920992,0,DEÜ wifi biraz daha çekmezse kütüphaneyi yıkıcam,Sat Nov 01 10:17:29 +0000 2025,,ladyglorias,DEU
tweet,https://x.com/cakmakci/status/1981616690564939985,0,"Bir dönem dünya sıralamasında ilk 10 da üniversite mezunlarına tez hocalarını yetersiz bulduğu için akademisyen adayı olarak burun kıvıran Bilkent Üniversitesi, hocaların şahsi sosyal medya hesaplarından aday akademisyen arar hale gelmişse oturup düşünmek lazım.",Fri Oct 24 07:00:10 +0000 2025,Ankara - Türkiye,cakmakci,BILKENT
tweet,https://x.com/tenshillua/status/1978568612240581058,1,resmen yurtta en ince şeylerimi giymeme rağmen sıcaklıyorum teşekkürler bilkent,Wed Oct 15 21:08:11 +0000 2025,bilkent,tenshillua,BILKENT
tweet,https://x.com/kediutkuu/status/1976733008607821900,1,Bilkent econ departmanını seviyorum genel,Fri Oct 10 19:34:09 +0000 2025,"Ankara, Türkiye",kediutkuu,BILKENT
tweet,https://x.com/superzorbaa/status/1982934592362582066,0,bu deccal hocalar bu yil bize kan kusturcak hocam bilkent kalkulus hocasi degilsin kendini bi sey sanma,Mon Oct 27 22:17:02 +0000 2025,,superzorbaa,BILKENT
tweet,https://x.com/nemunesebo/status/1982851235435921827,1,mutsuz oldugum zamanlar bilkent calculus hocasi ikonik anilarini okuyup  guluyorum ben buyum iste bu kadarim,Mon Oct 27 16:45:48 +0000 2025,,nemunesebo,BILKENT
tweet,https://x.com/realmehmetbars/status/1980081789428277348,0,"Gecenin bu saatinde diğer top ünilerin syllabus ve eski sınavlarına baktım, şunu anladım bizi gereksiz yoruyor bu okul hem ders yükü hem de zorluk açısından. Avrupa'ya giden tek bir arkadaşım da gittiği üni için Bilkent kadar zor demedi yazık yani",Mon Oct 20 01:21:01 +0000 2025,Bilkent,realmehmetbars,BILKENT
tweet,https://x.com/Safifi0_0/status/1973430472987599179,0,Bilkent biraz daha burs yatırmazsa dilenmeye başlicm,Wed Oct 01 16:51:03 +0000 2025,,Safifi0_0,BILKENT
tweet,https://x.com/tenshillua/status/1981087354317091102,0,sadece armadada bekleyen bikaç kişi için ayrı ring gönderen bilkent mallığı amk bazen öyle gereksiz hamleler yapıyosun ki ben sizi almicam sizi başka ring alacak diyen ring gayet boştu? daha kalabalık olacağımızı sandılar herhalde,Wed Oct 22 19:56:46 +0000 2025,bilkent,tenshillua,BILKENT
tweet,https://x.com/mellitsme/status/1980536473947632090,0,Bilkent yemekhanesi o kadar doyurmuyor ki arkadaşımla yemekhane planı yaptıktan sonra ben patatesli açma aldim o da fierodan sandviç almış kfnxosmzozkkzkz,Tue Oct 21 07:27:46 +0000 2025,,mellitsme,BILKENT
tweet,https://x.com/d88336628905/status/1973859316999639477,1,"ege üniversitesinin 10 fanı varsa biri benim 1 fanı varsa o kişi benim
seni seviyorum ege üniversitesi",Thu Oct 02 21:15:08 +0000 2025,,d88336628905,EGE
tweet,https://x.com/gizem__bayar/status/1974408587142410611,0,Mezuniyet işleri için ulaşamadığım ege üniversitesi öğrenci işleri🤪👍🏻😋🥰 Hollanda da dünya sıralamasında ilk 50lerde olan okulların maile bir günde dönmesi😎🔥🤫✨,Sat Oct 04 09:37:44 +0000 2025,,gizem__bayar,EGE
tweet,https://x.com/ytunocontext/status/1970545204152484050,0,"SKANDAL GELİŞME: Yıldız Teknik Üniversitesinde bulunan 8 öğrenci kulübünün faaliyetleri 1 yıl süreyle askıya alındı. 2 öğrenci kulübü tamamen kapatıldı.

1988’de kurulan Yıldız Sinema Kulübü ve 1982’de kurulan Yıldız Tiyatro Kulübü kapatıldı.",Tue Sep 23 17:46:02 +0000 2025,Yıldız,ytunocontext,YTU
tweet,https://x.com/__alfils__/status/1967903766012891460,0,Ytü sen berbat bir okulsun umarım kapanırsın,Tue Sep 16 10:49:54 +0000 2025,,__alfils__,YTU
tweet,https://x.com/awayfromesat/status/1966266186833997896,0,"Ytünün main karekteri olarak yeni gelen npclere ytü taktikleri

-A kapısında otostop çekin

-Büyük evde tuvalet sırası beklemektense yemekhanede altta ve üstte var oralara gidin

-Suyu a101 den alın çeşmeden gelen su baya kötü

-cevizlibağ metrobus 8 10 arası boş onu",Thu Sep 11 22:22:45 +0000 2025,Ytü,awayfromesat,YTU
tweet,https://x.com/karddellen/status/1965863817931612369,1,seni çok sevdim YTÜ,Wed Sep 10 19:43:52 +0000 2025,,karddellen,YTU
tweet,https://x.com/alperenkrnn/status/1964082076736524430,0,Ytü bursuna yeterli olmadığım için başvuramıyorum hata vs bir şey mi var her şey geçen seneyle aynı işte aldım geçen sene bu sene ne değişti de yetersiz oldum,Fri Sep 05 21:43:52 +0000 2025,,alperenkrnn,YTU
tweet,https://x.com/oguzhanhunter/status/1960988199863349317,0,ytü time etinden suyundun nefret ediyorum amk erkeği kızı çoğu cinsiyetçi karaktersiz konuştuğum dostlar harici kapatılsın,Thu Aug 28 08:49:54 +0000 2025,eskişehir,oguzhanhunter,YTU
tweet,https://x.com/lcy888y/status/1953082682771902615,1,Arkadaşıma ytü şapkası seçiyoruz ben niye kötü üni dhf seçtim diye sorguladım bi…,Wed Aug 06 13:16:12 +0000 2025,,lcy888y,YTU
tweet,https://x.com/outi1s/status/1952897757900931086,1,ytü öğrencisi olmak yani soran herkese üniversiteni kötüleyip biri kötü laf edince de muhammedi savunan müslüman gibi savunmak,Wed Aug 06 01:01:23 +0000 2025,,outi1s,YTU
tweet,https://x.com/meshurotomatik/status/1952367313463988362,0,YTÜ iktisat vazgeçtim ODTÜ uluslararası ilişkiler yazıyorum umarım işsiz kalmam bölüm kötü gibi geliyor,Mon Aug 04 13:53:35 +0000 2025,,meshurotomatik,YTU
tweet,https://x.com/ytunocontext/status/1950194807764070565,0,"YTÜ 2024-2025 döneminde

En az 150 öğrenciye disiplin soruşturması açıldı,

Farklı suçlamalardan en az 80 öğrenci gözaltına alındı, onlarca öğrenci cezaevinde yattı, ev hapisleri, yurtdışı çıkış yasakları. 
1 öğrenci cezaevinde açlık grevine girdi. 

114 yılın en kötü senesiydi.",Tue Jul 29 14:00:49 +0000 2025,Yıldız,ytunocontext,YTU
